+----------+-----------+-----------+-----------+
| Storm ID |    Name   | Max Speed | Avg Speed |
| AL021915 |  UNNAMED  |    19.7   |   13.26   |
| AL031915 |  UNNAMED  |   25.28   |    7.48   |
| AL041915 |  UNNAMED  |   18.14   |   11.92   |
| AL051915 |  UNNAMED  |   32.25   |   13.94   |
| AL061915 |  UNNAMED  |   28.42   |   12.15   |
| AL011916 |  UNNAMED  |   25.21   |    15.0   |
| AL021916 |  UNNAMED  |   14.98   |    6.13   |
| AL031916 |  UNNAMED  |   41.98   |   11.07   |
| AL041916 |  UNNAMED  |    9.36   |    8.15   |
| AL051916 |  UNNAMED  |    9.29   |    5.75   |
| AL061916 |  UNNAMED  |   19.53   |   15.96   |
| AL071916 |  UNNAMED  |   16.84   |    12.5   |
| AL081916 |  UNNAMED  |   21.28   |   16.93   |
| AL091916 |  UNNAMED  |   19.23   |   13.17   |
| AL101916 |  UNNAMED  |   16.17   |   11.24   |
| AL111916 |  UNNAMED  |   31.39   |   14.74   |
| AL121916 |  UNNAMED  |   27.45   |    9.31   |
| AL131916 |  UNNAMED  |    35.0   |    13.2   |
| AL141916 |  UNNAMED  |   24.09   |    8.53   |
| AL151916 |  UNNAMED  |   32.42   |   12.51   |
| AL011917 |  UNNAMED  |   14.98   |   12.38   |
| AL021917 |  UNNAMED  |   46.49   |   14.26   |
| AL031917 |  UNNAMED  |   40.73   |   19.92   |
| AL041917 |  UNNAMED  |   19.46   |   10.49   |
| AL011918 |  UNNAMED  |   18.57   |   16.65   |
| AL021918 |  UNNAMED  |   23.31   |   19.39   |
| AL031918 |  UNNAMED  |   15.91   |   10.76   |
| AL041918 |  UNNAMED  |    8.32   |    3.64   |
| AL051918 |  UNNAMED  |   33.29   |    12.3   |
| AL061918 |  UNNAMED  |   12.66   |   11.04   |
| AL011919 |  UNNAMED  |   13.05   |    6.77   |
| AL031919 |  UNNAMED  |   14.82   |   13.34   |
| AL021919 |  UNNAMED  |   14.61   |    8.16   |
| AL041919 |  UNNAMED  |   11.12   |    8.72   |
| AL051919 |  UNNAMED  |   14.01   |    9.08   |
| AL011920 |  UNNAMED  |   26.84   |   14.16   |
| AL021920 |  UNNAMED  |   22.68   |   12.11   |
| AL031920 |  UNNAMED  |   14.12   |    5.97   |
| AL041920 |  UNNAMED  |   10.83   |    4.77   |
| AL051920 |  UNNAMED  |   34.24   |    7.94   |
| AL011921 |  UNNAMED  |   16.79   |    7.46   |
| AL021921 |  UNNAMED  |   10.01   |    3.99   |
| AL031921 |  UNNAMED  |   48.38   |   16.57   |
| AL041921 |  UNNAMED  |   33.27   |   10.71   |
| AL051921 |  UNNAMED  |   34.08   |   15.92   |
| AL061921 |  UNNAMED  |    40.2   |   10.74   |
| AL071921 |  UNNAMED  |   13.95   |    8.01   |
| AL011922 |  UNNAMED  |   16.99   |   12.21   |
| AL021922 |  UNNAMED  |   43.54   |   13.72   |
| AL031922 |  UNNAMED  |   14.67   |    5.35   |
| AL041922 |  UNNAMED  |   11.06   |    4.93   |
| AL051922 |  UNNAMED  |   14.43   |    7.58   |
| AL011923 |  UNNAMED  |   28.65   |   11.14   |
| AL021923 |  UNNAMED  |   23.43   |    6.98   |
| AL031923 |  UNNAMED  |   10.39   |    8.64   |
| AL041923 |  UNNAMED  |   36.34   |   19.56   |
| AL051923 |  UNNAMED  |   37.29   |   13.31   |
| AL061923 |  UNNAMED  |   22.95   |   14.53   |
| AL071923 |  UNNAMED  |   24.72   |   13.95   |
| AL081923 |  UNNAMED  |   48.27   |   25.65   |
| AL091923 |  UNNAMED  |   14.17   |   10.41   |
| AL011924 |  UNNAMED  |   13.51   |   11.13   |
| AL021924 |  UNNAMED  |   18.86   |   17.06   |
| AL031924 |  UNNAMED  |   40.41   |   13.32   |
| AL041924 |  UNNAMED  |   27.16   |   13.46   |
| AL051924 |  UNNAMED  |   31.65   |   14.49   |
| AL061924 |  UNNAMED  |   10.74   |    5.31   |
| AL071924 |  UNNAMED  |   22.58   |   14.19   |
| AL081924 |  UNNAMED  |   48.87   |   18.68   |
| AL091924 |  UNNAMED  |   12.77   |    7.78   |
| AL101924 |  UNNAMED  |   21.01   |    7.87   |
| AL111924 |  UNNAMED  |   20.41   |    8.72   |
| AL011925 |  UNNAMED  |   32.01   |   15.65   |
| AL021925 |  UNNAMED  |   24.92   |   13.43   |
| AL031925 |  UNNAMED  |    12.8   |   12.08   |
| AL041925 |  UNNAMED  |   24.55   |    8.85   |
| AL011926 |  UNNAMED  |   18.89   |   11.58   |
| AL021926 |  UNNAMED  |   25.93   |   10.61   |
| AL031926 |  UNNAMED  |   17.71   |   10.32   |
| AL041926 |  UNNAMED  |   28.82   |    8.1    |
| AL051926 |  UNNAMED  |    8.03   |    5.31   |
| AL061926 |  UNNAMED  |   12.22   |    6.31   |
| AL071926 |  UNNAMED  |    17.0   |   10.64   |
| AL081926 |  UNNAMED  |   17.99   |    9.16   |
| AL091926 |  UNNAMED  |   14.42   |    10.9   |
| AL101926 |  UNNAMED  |    26.7   |   11.22   |
| AL111926 |  UNNAMED  |    16.8   |    9.76   |
| AL011927 |  UNNAMED  |   51.51   |   21.71   |
| AL021927 |  UNNAMED  |   18.88   |   12.64   |
| AL031927 |  UNNAMED  |    23.2   |   10.68   |
| AL041927 |  UNNAMED  |   34.74   |   13.78   |
| AL051927 |  UNNAMED  |   22.46   |   14.07   |
| AL061927 |  UNNAMED  |   31.46   |   12.28   |
| AL071927 |  UNNAMED  |   29.94   |   10.66   |
| AL081927 |  UNNAMED  |   18.09   |   14.78   |
| AL011928 |  UNNAMED  |   17.79   |    9.05   |
| AL021928 |  UNNAMED  |   14.69   |   10.72   |
| AL031928 |  UNNAMED  |   16.25   |    9.62   |
| AL041928 |  UNNAMED  |   20.05   |   14.15   |
| AL051928 |  UNNAMED  |   29.73   |   21.88   |
| AL061928 |  UNNAMED  |    29.3   |   14.22   |
| AL011929 |  UNNAMED  |   28.08   |   15.35   |
| AL021929 |  UNNAMED  |   21.53   |    7.99   |
| AL031929 |  UNNAMED  |   36.72   |   13.09   |
| AL041929 |  UNNAMED  |   21.27   |   10.48   |
| AL051929 |  UNNAMED  |   21.23   |   14.56   |
| AL011930 |  UNNAMED  |   48.22   |   11.63   |
| AL021930 |  UNNAMED  |   20.72   |   11.55   |
| AL031930 |  UNNAMED  |    6.98   |    3.78   |
| AL011931 |  UNNAMED  |   14.53   |    8.95   |
| AL021931 |  UNNAMED  |   14.98   |   10.49   |
| AL031931 |  UNNAMED  |   20.98   |   11.07   |
| AL041931 |  UNNAMED  |    14.1   |    9.68   |
| AL051931 |  UNNAMED  |   14.17   |    9.04   |
| AL061931 |  UNNAMED  |   18.04   |   13.86   |
| AL071931 |  UNNAMED  |   16.86   |   13.58   |
| AL081931 |  UNNAMED  |   26.49   |   11.63   |
| AL091931 |  UNNAMED  |   26.19   |   11.03   |
| AL101931 |  UNNAMED  |   28.75   |   20.47   |
| AL111931 |  UNNAMED  |    5.52   |    2.75   |
| AL121931 |  UNNAMED  |   17.74   |    7.39   |
| AL131931 |  UNNAMED  |   18.26   |   10.03   |
| AL011932 |  UNNAMED  |   19.27   |   10.75   |
| AL021932 |  UNNAMED  |   12.88   |   10.33   |
| AL031932 |  UNNAMED  |   34.71   |   12.14   |
| AL041932 |  UNNAMED  |   34.36   |   13.07   |
| AL051932 |  UNNAMED  |    14.0   |    8.1    |
| AL061932 |  UNNAMED  |   45.16   |   13.14   |
| AL071932 |  UNNAMED  |   30.19   |   12.65   |
| AL081932 |  UNNAMED  |   30.32   |   14.83   |
| AL091932 |  UNNAMED  |    16.2   |   11.52   |
| AL101932 |  UNNAMED  |   15.32   |    5.51   |
| AL111932 |  UNNAMED  |   16.12   |    7.22   |
| AL121932 |  UNNAMED  |   38.77   |   13.15   |
| AL131932 |  UNNAMED  |   20.42   |   13.79   |
| AL141932 |  UNNAMED  |   36.07   |    11.9   |
| AL151932 |  UNNAMED  |   32.69   |   12.82   |
| AL011933 |  UNNAMED  |   23.34   |    9.07   |
| AL021933 |  UNNAMED  |   15.03   |    11.7   |
| AL031933 |  UNNAMED  |   17.34   |    9.67   |
| AL041933 |  UNNAMED  |   19.61   |   11.31   |
| AL051933 |  UNNAMED  |    18.2   |    9.19   |
| AL061933 |  UNNAMED  |    23.7   |   13.74   |
| AL071933 |  UNNAMED  |   17.13   |    8.65   |
| AL081933 |  UNNAMED  |   17.06   |   12.37   |
| AL091933 |  UNNAMED  |   27.27   |   12.72   |
| AL101933 |  UNNAMED  |    9.28   |    6.17   |
| AL111933 |  UNNAMED  |   18.51   |   10.64   |
| AL121933 |  UNNAMED  |   25.15   |    11.4   |
| AL131933 |  UNNAMED  |   14.26   |    6.99   |
| AL141933 |  UNNAMED  |   16.83   |   11.46   |
| AL151933 |  UNNAMED  |    20.8   |   16.71   |
| AL161933 |  UNNAMED  |   19.82   |    8.73   |
| AL171933 |  UNNAMED  |   32.72   |   12.76   |
| AL181933 |  UNNAMED  |   27.33   |    6.02   |
| AL191933 |  UNNAMED  |   27.22   |   13.95   |
| AL201933 |  UNNAMED  |    8.87   |    7.67   |
| AL011934 |  UNNAMED  |   29.75   |    9.64   |
| AL021934 |  UNNAMED  |   28.19   |   16.27   |
| AL031934 |  UNNAMED  |   17.27   |   12.36   |
| AL041934 |  UNNAMED  |   14.65   |   12.51   |
| AL051934 |  UNNAMED  |    9.38   |    5.66   |
| AL061934 |  UNNAMED  |    16.0   |    9.71   |
| AL071934 |  UNNAMED  |   25.35   |   13.96   |
| AL081934 |  UNNAMED  |   19.46   |   10.94   |
| AL091934 |  UNNAMED  |   19.44   |   13.92   |
| AL101934 |  UNNAMED  |   18.67   |   11.77   |
| AL111934 |  UNNAMED  |    9.66   |    6.59   |
| AL121934 |  UNNAMED  |   23.25   |   15.01   |
| AL131934 |  UNNAMED  |   17.98   |    8.01   |
| AL011935 |  UNNAMED  |   24.49   |   14.04   |
| AL021935 |  UNNAMED  |   29.77   |   11.82   |
| AL031935 |  UNNAMED  |   44.11   |    14.9   |
| AL041935 |  UNNAMED  |    10.5   |    8.39   |
| AL051935 |  UNNAMED  |    35.1   |   13.14   |
| AL061935 |  UNNAMED  |   12.04   |    6.95   |
| AL071935 |  UNNAMED  |   13.99   |    8.37   |
| AL081935 |  UNNAMED  |   13.01   |    7.04   |
| AL011936 |  UNNAMED  |    28.3   |   14.57   |
| AL021936 |  UNNAMED  |   11.62   |    7.69   |
| AL031936 |  UNNAMED  |    9.96   |    6.69   |
| AL041936 |  UNNAMED  |   16.93   |   12.89   |
| AL051936 |  UNNAMED  |   10.51   |    7.59   |
| AL061936 |  UNNAMED  |   42.59   |   15.85   |
| AL071936 |  UNNAMED  |    9.49   |    6.45   |
| AL081936 |  UNNAMED  |   10.54   |    7.17   |
| AL091936 |  UNNAMED  |   20.48   |   11.39   |
| AL101936 |  UNNAMED  |   41.88   |   16.23   |
| AL111936 |  UNNAMED  |   13.55   |   10.66   |
| AL121936 |  UNNAMED  |   14.08   |   12.67   |
| AL131936 |  UNNAMED  |   31.96   |   10.83   |
| AL141936 |  UNNAMED  |   11.85   |    5.91   |
| AL151936 |  UNNAMED  |   47.01   |   13.78   |
| AL161936 |  UNNAMED  |    9.73   |    5.93   |
| AL171936 |  UNNAMED  |   48.59   |   11.12   |
| AL011937 |  UNNAMED  |   29.39   |   15.24   |
| AL021937 |  UNNAMED  |   19.78   |   10.24   |
| AL031937 |  UNNAMED  |    12.6   |    9.39   |
| AL041937 |  UNNAMED  |   27.38   |   14.07   |
| AL051937 |  UNNAMED  |   35.76   |   18.78   |
| AL061937 |  UNNAMED  |   30.69   |   15.74   |
| AL071937 |  UNNAMED  |   10.66   |    6.74   |
| AL081937 |  UNNAMED  |   40.25   |   17.56   |
| AL091937 |  UNNAMED  |   32.72   |   18.88   |
| AL101937 |  UNNAMED  |    16.7   |   11.54   |
| AL111937 |  UNNAMED  |   16.23   |   11.69   |
| AL011938 |  UNNAMED  |   19.27   |   11.67   |
| AL021938 |  UNNAMED  |   21.77   |   17.29   |
| AL031938 |  UNNAMED  |   30.35   |   19.44   |
| AL041938 |  UNNAMED  |   16.23   |   11.87   |
| AL051938 |  UNNAMED  |   13.34   |   11.78   |
| AL061938 |  UNNAMED  |   42.09   |   14.82   |
| AL071938 |  UNNAMED  |   15.53   |    9.4    |
| AL081938 |  UNNAMED  |   19.61   |   11.13   |
| AL091938 |  UNNAMED  |   13.83   |    9.54   |
| AL011939 |  UNNAMED  |   21.29   |   10.45   |
| AL021939 |  UNNAMED  |   26.54   |    8.57   |
| AL031939 |  UNNAMED  |    31.3   |   12.78   |
| AL041939 |  UNNAMED  |   14.87   |    9.16   |
| AL051939 |  UNNAMED  |   43.22   |   14.55   |
| AL061939 |  UNNAMED  |   44.53   |    8.77   |
| AL011940 |  UNNAMED  |   19.98   |    8.51   |
| AL021940 |  UNNAMED  |    9.56   |    5.66   |
| AL031940 |  UNNAMED  |   18.71   |    8.59   |
| AL041940 |  UNNAMED  |   22.15   |    9.2    |
| AL051940 |  UNNAMED  |   33.56   |   13.84   |
| AL061940 |  UNNAMED  |   18.08   |   10.54   |
| AL071940 |  UNNAMED  |   34.47   |   13.43   |
| AL081940 |  UNNAMED  |    8.45   |    4.05   |
| AL091940 |  UNNAMED  |   58.47   |   19.45   |
| AL011941 |  UNNAMED  |    8.17   |    4.49   |
| AL021941 |  UNNAMED  |   41.82   |   13.72   |
| AL031941 |  UNNAMED  |   13.24   |    8.06   |
| AL041941 |  UNNAMED  |    15.6   |   12.82   |
| AL051941 |  UNNAMED  |   29.64   |   14.09   |
| AL061941 |  UNNAMED  |   15.75   |    7.52   |
| AL011942 |  UNNAMED  |   16.77   |    13.3   |
| AL021942 |  UNNAMED  |   34.91   |   11.16   |
| AL031942 |  UNNAMED  |   15.13   |    9.47   |
| AL041942 |  UNNAMED  |   18.03   |    7.1    |
| AL051942 |  UNNAMED  |   18.41   |   10.22   |
| AL061942 |  UNNAMED  |   23.73   |    9.52   |
| AL071942 |  UNNAMED  |   13.89   |    7.49   |
| AL081942 |  UNNAMED  |   26.18   |   15.59   |
| AL091942 |  UNNAMED  |   13.01   |    7.31   |
| AL101942 |  UNNAMED  |   14.67   |   10.32   |
| AL111942 |  UNNAMED  |   14.56   |    8.96   |
| AL011943 |  UNNAMED  |   10.66   |    6.54   |
| AL021943 |  UNNAMED  |   23.12   |   12.21   |
| AL031943 |  UNNAMED  |   42.74   |   15.42   |
| AL041943 |  UNNAMED  |   35.76   |    8.52   |
| AL051943 |  UNNAMED  |   40.52   |   20.83   |
| AL061943 |  UNNAMED  |   12.51   |    4.99   |
| AL071943 |  UNNAMED  |   15.36   |   11.31   |
| AL081943 |  UNNAMED  |    54.8   |    32.8   |
| AL091943 |  UNNAMED  |   34.19   |   11.92   |
| AL101943 |  UNNAMED  |    9.64   |    5.92   |
| AL011944 |  UNNAMED  |   37.47   |   14.05   |
| AL021944 |  UNNAMED  |   19.68   |   17.51   |
| AL031944 |  UNNAMED  |    22.8   |   14.74   |
| AL041944 |  UNNAMED  |   16.33   |   12.44   |
| AL051944 |  UNNAMED  |    10.4   |    7.77   |
| AL061944 |  UNNAMED  |   26.09   |   10.58   |
| AL071944 |  UNNAMED  |   42.52   |   17.66   |
| AL081944 |  UNNAMED  |   14.63   |    9.77   |
| AL091944 |  UNNAMED  |    39.7   |   21.92   |
| AL101944 |  UNNAMED  |   20.66   |   11.36   |
| AL111944 |  UNNAMED  |   13.34   |    6.2    |
| AL121944 |  UNNAMED  |    31.0   |   11.48   |
| AL131944 |  UNNAMED  |   38.26   |   13.27   |
| AL141944 |  UNNAMED  |    3.55   |    2.01   |
| AL011945 |  UNNAMED  |   29.19   |   11.58   |
| AL021945 |  UNNAMED  |    7.81   |    5.8    |
| AL031945 |  UNNAMED  |    14.7   |   12.34   |
| AL041945 |  UNNAMED  |   18.76   |   16.33   |
| AL051945 |  UNNAMED  |    8.45   |    5.57   |
| AL061945 |  UNNAMED  |   12.78   |    9.74   |
| AL071945 |  UNNAMED  |   21.88   |   13.64   |
| AL081945 |  UNNAMED  |    23.2   |   16.39   |
| AL091945 |  UNNAMED  |   41.06   |   17.38   |
| AL101945 |  UNNAMED  |   20.27   |   12.93   |
| AL111945 |  UNNAMED  |   41.87   |    21.1   |
| AL011946 |  UNNAMED  |    9.56   |    6.13   |
| AL021946 |  UNNAMED  |    19.0   |   12.76   |
| AL031946 |  UNNAMED  |   19.51   |   13.35   |
| AL041946 |  UNNAMED  |   36.48   |   20.92   |
| AL051946 |  UNNAMED  |   14.96   |    8.16   |
| AL061946 |  UNNAMED  |   27.57   |    13.0   |
| AL071946 |  UNNAMED  |   19.95   |   12.89   |
| AL011947 |  UNNAMED  |   12.71   |    9.33   |
| AL021947 |  UNNAMED  |   15.14   |    9.12   |
| AL031947 |  UNNAMED  |   11.98   |    6.43   |
| AL041947 |  UNNAMED  |    21.5   |   11.93   |
| AL051947 |  UNNAMED  |   10.53   |    6.66   |
| AL061947 |  UNNAMED  |   32.52   |   12.49   |
| AL071947 |  UNNAMED  |   24.31   |   12.55   |
| AL081947 |  UNNAMED  |   12.74   |    7.25   |
| AL091947 |  UNNAMED  |   17.38   |   10.16   |
| AL101947 |  UNNAMED  |   39.16   |   17.09   |
| AL011948 |  UNNAMED  |   13.54   |    7.79   |
| AL021948 |  UNNAMED  |   12.17   |    5.69   |
| AL031948 |  UNNAMED  |   34.76   |    15.6   |
| AL041948 |  UNNAMED  |   12.05   |   10.62   |
| AL051948 |  UNNAMED  |   14.28   |    8.93   |
| AL061948 |  UNNAMED  |   43.98   |   18.81   |
| AL071948 |  UNNAMED  |   31.88   |   12.77   |
| AL081948 |  UNNAMED  |   44.43   |   15.96   |
| AL091948 |  UNNAMED  |   47.96   |    14.5   |
| AL101948 |  UNNAMED  |   22.84   |   16.58   |
| AL011949 |  UNNAMED  |   51.34   |    20.7   |
| AL021949 |  UNNAMED  |   59.53   |   21.17   |
| AL031949 |  UNNAMED  |   12.66   |    9.59   |
| AL041949 |  UNNAMED  |   46.37   |   13.83   |
| AL051949 |  UNNAMED  |   15.85   |   11.73   |
| AL061949 |  UNNAMED  |   28.28   |    9.77   |
| AL071949 |  UNNAMED  |   11.28   |    8.28   |
| AL081949 |  UNNAMED  |   12.49   |    9.7    |
| AL091949 |  UNNAMED  |   12.51   |    5.01   |
| AL101949 |  UNNAMED  |   14.29   |   11.53   |
| AL111949 |  UNNAMED  |   24.34   |    8.77   |
| AL121949 |  UNNAMED  |   22.18   |   11.65   |
| AL131949 |  UNNAMED  |   42.78   |   12.04   |
| AL141949 |  UNNAMED  |   19.89   |   13.12   |
| AL151949 |  UNNAMED  |   54.95   |   22.21   |
| AL161949 |  UNNAMED  |    7.55   |    6.46   |
| AL011950 |    ABLE   |   35.73   |   13.74   |
| AL021950 |   BAKER   |   30.38   |    8.75   |
| AL031950 |  CHARLIE  |   48.32   |   10.59   |
| AL041950 |    DOG    |   39.22   |    11.9   |
| AL051950 |    EASY   |   18.78   |    6.89   |
| AL061950 |    FOX    |   48.28   |   12.95   |
| AL071950 |   GEORGE  |   47.64   |   16.23   |
| AL081950 |    HOW    |   13.59   |    7.32   |
| AL091950 |    ITEM   |    8.91   |    5.5    |
| AL101950 |    JIG    |   31.12   |   15.51   |
| AL111950 |    KING   |   16.03   |    8.11   |
| AL121950 |  UNNAMED  |   20.57   |   11.51   |
| AL131950 |    LOVE   |   17.55   |    8.56   |
| AL141950 |    MIKE   |   14.88   |    8.67   |
| AL151950 |  UNNAMED  |   12.61   |    8.76   |
| AL161950 |  UNNAMED  |   15.09   |    9.18   |
| AL011951 |  UNNAMED  |   31.45   |   12.75   |
| AL021951 |    ABLE   |   25.75   |   10.21   |
| AL031951 |   BAKER   |   20.98   |   16.43   |
| AL041951 |  CHARLIE  |   20.47   |   11.62   |
| AL051951 |    DOG    |   19.49   |   14.22   |
| AL061951 |    EASY   |   40.05   |   15.48   |
| AL071951 |    FOX    |   56.47   |   24.31   |
| AL081951 |   GEORGE  |   11.13   |    6.54   |
| AL091951 |    HOW    |   47.67   |    19.9   |
| AL101951 |    ITEM   |    8.46   |    4.07   |
| AL111951 |    JIG    |   13.98   |    7.7    |
| AL121951 |  UNNAMED  |   27.27   |   10.44   |
| AL011952 |  UNNAMED  |   35.18   |   27.74   |
| AL021952 |    ABLE   |   23.78   |   13.47   |
| AL031952 |  UNNAMED  |    20.8   |   16.55   |
| AL041952 |   BAKER   |   41.44   |   14.83   |
| AL051952 |  UNNAMED  |   28.83   |   12.27   |
| AL061952 |  CHARLIE  |   28.46   |   13.85   |
| AL071952 |    DOG    |    8.45   |    5.86   |
| AL081952 |  UNNAMED  |   11.91   |    7.36   |
| AL091952 |    EASY   |   11.38   |    4.65   |
| AL101952 |    FOX    |   17.91   |    8.53   |
| AL111952 |  UNNAMED  |   16.43   |    9.25   |
| AL011953 |   ALICE   |   13.94   |    6.03   |
| AL021953 |  UNNAMED  |   22.32   |   11.54   |
| AL031953 |  BARBARA  |   38.77   |   16.87   |
| AL041953 |   CAROL   |   35.41   |   17.75   |
| AL051953 |  UNNAMED  |   15.54   |    8.46   |
| AL061953 |   DOLLY   |   32.54   |   16.12   |
| AL071953 |    EDNA   |   45.79   |   24.72   |
| AL081953 |  UNNAMED  |   14.14   |    6.92   |
| AL091953 |  FLORENCE |   19.42   |   14.08   |
| AL101953 |    GAIL   |   17.14   |   10.92   |
| AL111953 |  UNNAMED  |   56.65   |   23.04   |
| AL121953 |   HAZEL   |   41.46   |   16.81   |
| AL131953 |  UNNAMED  |   13.24   |    8.95   |
| AL141953 |  UNNAMED  |   14.08   |   12.32   |
| AL011954 |  UNNAMED  |   48.87   |   23.95   |
| AL021954 |  UNNAMED  |    29.1   |   10.37   |
| AL031954 |   ALICE   |   13.93   |   11.31   |
| AL041954 |  UNNAMED  |   11.63   |    8.44   |
| AL051954 |  BARBARA  |   10.67   |    5.89   |
| AL061954 |   CAROL   |   44.17   |    9.99   |
| AL071954 |   DOLLY   |   38.54   |   30.11   |
| AL081954 |    EDNA   |   56.66   |   14.01   |
| AL091954 |  UNNAMED  |    38.8   |   23.87   |
| AL101954 |  FLORENCE |   11.27   |    4.64   |
| AL111954 |  UNNAMED  |    9.26   |    6.04   |
| AL121954 |   GILDA   |    17.7   |   10.55   |
| AL131954 |  UNNAMED  |   54.71   |   10.22   |
| AL141954 |   HAZEL   |   59.99   |    12.2   |
| AL151954 |  UNNAMED  |    9.23   |    6.55   |
| AL161954 |   ALICE   |   13.28   |    6.69   |
| AL011955 |   BRENDA  |   13.06   |    7.27   |
| AL021955 |   CONNIE  |   20.66   |   12.05   |
| AL031955 |   DIANE   |   46.35   |   14.82   |
| AL041955 |   EDITH   |   22.48   |   10.24   |
| AL051955 |  UNNAMED  |   16.94   |   10.46   |
| AL061955 |   FLORA   |    51.9   |   17.29   |
| AL071955 |   GLADYS  |    9.76   |    6.77   |
| AL081955 |    IONE   |   48.51   |   15.92   |
| AL091955 |   HILDA   |   17.15   |    9.79   |
| AL101955 |   JANET   |    26.0   |   13.13   |
| AL111955 |  UNNAMED  |   48.37   |   20.89   |
| AL121955 |  UNNAMED  |   29.05   |    9.34   |
| AL131955 |   KATIE   |   30.81   |   14.11   |
| AL011956 |  UNNAMED  |    24.2   |   12.47   |
| AL021956 |    ANNA   |   12.28   |    9.52   |
| AL031956 |   BETSY   |    27.0   |   15.51   |
| AL041956 |   CARLA   |   56.24   |   20.28   |
| AL051956 |    DORA   |    9.84   |    6.07   |
| AL061956 |   ETHEL   |   12.09   |    7.02   |
| AL071956 |   FLOSSY  |   26.81   |    11.7   |
| AL081956 |   GRETA   |   43.67   |   15.14   |
| AL091956 |  UNNAMED  |   18.84   |   10.29   |
| AL101956 |  UNNAMED  |   12.91   |    7.88   |
| AL111956 |  UNNAMED  |   32.02   |   12.19   |
| AL121956 |  UNNAMED  |    8.28   |    4.43   |
| AL011957 |  UNNAMED  |   24.48   |   11.29   |
| AL021957 |   AUDREY  |   50.29   |    13.0   |
| AL031957 |   BERTHA  |   10.56   |    7.68   |
| AL041957 |   CARRIE  |   32.47   |   11.11   |
| AL051957 |   DEBBIE  |    16.1   |   13.19   |
| AL061957 |   ESTHER  |   16.21   |    9.33   |
| AL071957 |   FRIEDA  |   23.05   |   13.67   |
| AL081957 |  UNNAMED  |   28.06   |   16.76   |
| AL011958 |    ALMA   |   15.47   |   12.41   |
| AL021958 |   BECKY   |   40.95   |   19.85   |
| AL031958 |    CLEO   |   31.46   |   18.61   |
| AL041958 |   DAISY   |   30.12   |   12.12   |
| AL051958 |    ELLA   |   23.42   |   13.67   |
| AL061958 |    FIFI   |   20.71   |   10.97   |
| AL071958 |   GERDA   |   28.64   |   13.29   |
| AL081958 |   HELENE  |   41.18   |   17.26   |
| AL091958 |    ILSA   |   58.27   |   16.05   |
| AL101958 |   JANICE  |   37.88   |    15.7   |
| AL111958 |  UNNAMED  |   22.62   |   14.81   |
| AL121958 |  UNNAMED  |   43.99   |   22.69   |
| AL011959 |   ARLENE  |   24.19   |    9.35   |
| AL021959 |   BEULAH  |    6.83   |    3.26   |
| AL031959 |  UNNAMED  |   56.05   |   24.56   |
| AL041959 |   CINDY   |   34.06   |   10.39   |
| AL051959 |   DEBRA   |   11.66   |    6.36   |
| AL061959 |   EDITH   |   21.18   |    19.3   |
| AL071959 |   FLORA   |   36.96   |   20.75   |
| AL081959 |   GRACIE  |   33.75   |    9.46   |
| AL091959 |   HANNAH  |   47.52   |    17.6   |
| AL101959 |   IRENE   |   16.95   |   12.86   |
| AL111959 |   JUDITH  |   34.18   |   15.08   |
| AL121959 |  UNNAMED  |    21.7   |   11.15   |
| AL131959 |  UNNAMED  |   56.63   |   13.29   |
| AL141959 |  UNNAMED  |   28.84   |   14.37   |
| AL011960 |  UNNAMED  |   16.27   |    10.2   |
| AL021960 |    ABBY   |   17.15   |   13.28   |
| AL031960 |   BRENDA  |    40.3   |   15.91   |
| AL041960 |    CLEO   |   25.09   |   18.05   |
| AL051960 |   DONNA   |   44.07   |    16.1   |
| AL061960 |   ETHEL   |   18.45   |    8.28   |
| AL071960 |  FLORENCE |   13.25   |    8.97   |
| AL081960 |  UNNAMED  |   18.52   |   14.61   |
| AL011961 |    ANNA   |   19.75   |   15.27   |
| AL021961 |   BETSY   |   52.66   |   15.22   |
| AL031961 |   CARLA   |   50.74   |    13.2   |
| AL041961 |   DEBBIE  |    47.3   |   18.82   |
| AL051961 |   ESTHER  |    30.3   |   12.03   |
| AL061961 |  UNNAMED  |   42.55   |   16.64   |
| AL071961 |  FRANCES  |   28.79   |   11.34   |
| AL081961 |   GERDA   |   36.78   |   17.15   |
| AL091961 |   HATTIE  |   11.62   |    7.53   |
| AL101961 |   JENNY   |    36.6   |   13.45   |
| AL111961 |    INGA   |   18.48   |    4.78   |
| AL121961 |  UNNAMED  |   22.96   |   16.28   |
| AL011962 |    ALMA   |   22.95   |   10.45   |
| AL021962 |   BECKY   |   27.61   |   16.57   |
| AL031962 |   CELIA   |   25.05   |    11.2   |
| AL041962 |   DAISY   |   32.59   |   12.86   |
| AL051962 |    ELLA   |   39.63   |   15.12   |
| AL061962 |  UNNAMED  |   42.47   |   15.52   |
| AL071962 |  UNNAMED  |   15.03   |    8.13   |
| AL011963 |   ARLENE  |   48.98   |   16.68   |
| AL021963 |   BEULAH  |   46.33   |   13.99   |
| AL031963 |  UNNAMED  |   36.95   |   18.27   |
| AL041963 |   CINDY   |    9.58   |    5.4    |
| AL051963 |   DEBRA   |   20.24   |   12.21   |
| AL061963 |   EDITH   |   24.95   |   11.12   |
| AL071963 |   FLORA   |   40.54   |   12.98   |
| AL081963 |   GINNY   |   34.62   |    9.15   |
