+----------+----------+-----------+----------+
|   Date   | Storm ID |    Name   | Distance |
| 19120902 |   AL03   |  UNNAMED  |  803.8   |
| 19120910 |   AL04   |  UNNAMED  |  574.43  |
| 19121003 |   AL05   |  UNNAMED  | 1339.65  |
| 19121011 |   AL06   |  UNNAMED  | 1240.51  |
| 19121111 |   AL07   |  UNNAMED  | 1063.75  |
| 19130621 |   AL01   |  UNNAMED  | 1696.84  |
| 19130814 |   AL02   |  UNNAMED  |  949.5   |
| 19130826 |   AL03   |  UNNAMED  | 4734.04  |
| 19130830 |   AL04   |  UNNAMED  |  800.94  |
| 19131002 |   AL05   |  UNNAMED  | 1267.08  |
| 19131028 |   AL06   |  UNNAMED  |  402.78  |
| 19140915 |   AL01   |  UNNAMED  | 1078.96  |
| 19150731 |   AL01   |  UNNAMED  | 1329.37  |
| 19150805 |   AL02   |  UNNAMED  | 5809.13  |
| 19150827 |   AL03   |  UNNAMED  | 2601.71  |
| 19150831 |   AL04   |  UNNAMED  | 1788.58  |
| 19150919 |   AL05   |  UNNAMED  | 1254.26  |
| 19150921 |   AL06   |  UNNAMED  | 2989.92  |
| 19160513 |   AL01   |  UNNAMED  | 1619.49  |
| 19160628 |   AL02   |  UNNAMED  | 1802.84  |
| 19160710 |   AL03   |  UNNAMED  | 3320.69  |
| 19160711 |   AL04   |  UNNAMED  |  879.69  |
| 19160804 |   AL05   |  UNNAMED  |  310.61  |
| 19160812 |   AL06   |  UNNAMED  | 2967.74  |
| 19160821 |   AL07   |  UNNAMED  | 1500.49  |
| 19160827 |   AL08   |  UNNAMED  | 2539.25  |
| 19160904 |   AL09   |  UNNAMED  |  790.1   |
| 19160913 |   AL10   |  UNNAMED  | 2292.02  |
| 19160917 |   AL11   |  UNNAMED  | 2653.27  |
| 19161002 |   AL12   |  UNNAMED  |  614.62  |
| 19161006 |   AL13   |  UNNAMED  | 2771.76  |
| 19161009 |   AL14   |  UNNAMED  | 2099.53  |
| 19161111 |   AL15   |  UNNAMED  |  1576.6  |
| 19170706 |   AL01   |  UNNAMED  | 2376.04  |
| 19170806 |   AL02   |  UNNAMED  | 1967.39  |
| 19170830 |   AL03   |  UNNAMED  | 4064.16  |
| 19170920 |   AL04   |  UNNAMED  | 2580.98  |
| 19180801 |   AL01   |  UNNAMED  | 2697.91  |
| 19180822 |   AL02   |  UNNAMED  | 1977.66  |
| 19180823 |   AL03   |  UNNAMED  |  839.08  |
| 19180831 |   AL04   |  UNNAMED  |  480.24  |
| 19180902 |   AL05   |  UNNAMED  | 1918.47  |
| 19180909 |   AL06   |  UNNAMED  | 1457.58  |
| 19190702 |   AL01   |  UNNAMED  |  569.09  |
| 19190902 |   AL03   |  UNNAMED  |  960.74  |
| 19190902 |   AL02   |  UNNAMED  | 2743.32  |
| 19190929 |   AL04   |  UNNAMED  |  627.55  |
| 19191110 |   AL05   |  UNNAMED  | 1252.82  |
| 19200907 |   AL01   |  UNNAMED  |  3144.1  |
| 19200916 |   AL02   |  UNNAMED  | 2034.71  |
| 19200919 |   AL03   |  UNNAMED  |  680.19  |
| 19200923 |   AL04   |  UNNAMED  |  486.1   |
| 19200925 |   AL05   |  UNNAMED  | 1048.62  |
| 19210616 |   AL01   |  UNNAMED  | 1878.71  |
| 19210904 |   AL02   |  UNNAMED  |  358.82  |
| 19210906 |   AL03   |  UNNAMED  | 4672.29  |
| 19210908 |   AL04   |  UNNAMED  |  1735.8  |
| 19211015 |   AL05   |  UNNAMED  | 3343.64  |
| 19211020 |   AL06   |  UNNAMED  | 2642.07  |
| 19211119 |   AL07   |  UNNAMED  | 1296.99  |
| 19220612 |   AL01   |  UNNAMED  | 1245.31  |
| 19220913 |   AL02   |  UNNAMED  | 5019.95  |
| 19220918 |   AL03   |  UNNAMED  |  898.92  |
| 19221011 |   AL04   |  UNNAMED  | 1330.24  |
| 19221012 |   AL05   |  UNNAMED  | 1046.03  |
| 19230622 |   AL01   |  UNNAMED  | 1737.86  |
| 19230901 |   AL02   |  UNNAMED  | 1591.78  |
| 19230907 |   AL03   |  UNNAMED  |  829.87  |
| 19230910 |   AL04   |  UNNAMED  | 2347.73  |
| 19230924 |   AL05   |  UNNAMED  | 3194.06  |
| 19231012 |   AL06   |  UNNAMED  | 1830.36  |
| 19231015 |   AL07   |  UNNAMED  | 1589.93  |
| 19231016 |   AL08   |  UNNAMED  |  3231.7  |
| 19231024 |   AL09   |  UNNAMED  |  686.79  |
| 19240618 |   AL01   |  UNNAMED  |  867.96  |
| 19240728 |   AL02   |  UNNAMED  | 1023.71  |
| 19240816 |   AL03   |  UNNAMED  | 3916.89  |
| 19240826 |   AL04   |  UNNAMED  |  3796.5  |
| 19240913 |   AL05   |  UNNAMED  |  2347.8  |
| 19240920 |   AL06   |  UNNAMED  |  350.27  |
| 19240924 |   AL07   |  UNNAMED  |  4001.9  |
| 19240927 |   AL08   |  UNNAMED  |  1793.2  |
| 19241011 |   AL09   |  UNNAMED  |  700.43  |
| 19241014 |   AL10   |  UNNAMED  | 1794.97  |
| 19241105 |   AL11   |  UNNAMED  | 1935.97  |
| 19250818 |   AL01   |  UNNAMED  | 1220.95  |
| 19250825 |   AL02   |  UNNAMED  |  806.0   |
| 19250906 |   AL03   |  UNNAMED  |  507.49  |
| 19251127 |   AL04   |  UNNAMED  | 1804.42  |
| 19260722 |   AL01   |  UNNAMED  | 3127.52  |
| 19260729 |   AL02   |  UNNAMED  | 2611.28  |
| 19260820 |   AL03   |  UNNAMED  | 1795.67  |
| 19260901 |   AL04   |  UNNAMED  |  4569.1  |
| 19260910 |   AL05   |  UNNAMED  |  573.44  |
| 19260911 |   AL06   |  UNNAMED  |  984.3   |
| 19260911 |   AL07   |  UNNAMED  |  2808.4  |
| 19260921 |   AL08   |  UNNAMED  | 2253.37  |
| 19261003 |   AL09   |  UNNAMED  |  654.21  |
| 19261014 |   AL10   |  UNNAMED  | 3771.11  |
| 19261112 |   AL11   |  UNNAMED  |  995.97  |
| 19270818 |   AL01   |  UNNAMED  | 5730.96  |
| 19270902 |   AL02   |  UNNAMED  | 2882.13  |
| 19270922 |   AL03   |  UNNAMED  | 1730.87  |
| 19270923 |   AL04   |  UNNAMED  |  2894.6  |
| 19270930 |   AL05   |  UNNAMED  | 1265.89  |
| 19271016 |   AL06   |  UNNAMED  |  958.01  |
| 19271030 |   AL07   |  UNNAMED  | 1214.91  |
| 19271119 |   AL08   |  UNNAMED  |  975.61  |
| 19280803 |   AL01   |  UNNAMED  | 2334.98  |
| 19280807 |   AL02   |  UNNAMED  | 2507.68  |
| 19280901 |   AL03   |  UNNAMED  | 1616.51  |
| 19280906 |   AL04   |  UNNAMED  | 5093.34  |
| 19280908 |   AL05   |  UNNAMED  | 2494.29  |
| 19281010 |   AL06   |  UNNAMED  | 1791.33  |
| 19290627 |   AL01   |  UNNAMED  | 1197.31  |
| 19290919 |   AL02   |  UNNAMED  | 3069.54  |
| 19290925 |   AL03   |  UNNAMED  |  1492.7  |
| 19291015 |   AL04   |  UNNAMED  | 1319.92  |
| 19291019 |   AL05   |  UNNAMED  | 1223.18  |
| 19300821 |   AL01   |  UNNAMED  | 3418.17  |
| 19300829 |   AL02   |  UNNAMED  | 5474.45  |
| 19301018 |   AL03   |  UNNAMED  |  249.33  |
| 19310624 |   AL01   |  UNNAMED  |  912.43  |
| 19310711 |   AL02   |  UNNAMED  |  1510.5  |
| 19310810 |   AL03   |  UNNAMED  | 2190.99  |
| 19310816 |   AL04   |  UNNAMED  | 1161.24  |
| 19310901 |   AL05   |  UNNAMED  |  650.69  |
| 19310906 |   AL06   |  UNNAMED  | 2245.33  |
| 19310908 |   AL07   |  UNNAMED  | 2606.72  |
| 19310923 |   AL08   |  UNNAMED  | 1674.22  |
| 19311013 |   AL09   |  UNNAMED  |  794.28  |
| 19311018 |   AL10   |  UNNAMED  | 2087.74  |
| 19311101 |   AL11   |  UNNAMED  |  280.43  |
| 19311111 |   AL12   |  UNNAMED  |  931.62  |
| 19311122 |   AL13   |  UNNAMED  |  842.8   |
| 19320505 |   AL01   |  UNNAMED  | 1419.41  |
| 19320812 |   AL02   |  UNNAMED  |  929.48  |
| 19320826 |   AL03   |  UNNAMED  | 2622.84  |
| 19320830 |   AL04   |  UNNAMED  | 5644.68  |
| 19320904 |   AL05   |  UNNAMED  |  728.98  |
| 19320909 |   AL06   |  UNNAMED  | 2837.28  |
| 19320916 |   AL07   |  UNNAMED  | 3262.72  |
| 19320918 |   AL08   |  UNNAMED  | 1335.03  |
| 19320925 |   AL09   |  UNNAMED  | 2073.33  |
| 19320928 |   AL10   |  UNNAMED  |  297.6   |
| 19321007 |   AL11   |  UNNAMED  | 1994.01  |
| 19321008 |   AL12   |  UNNAMED  | 1341.31  |
| 19321018 |   AL13   |  UNNAMED  |  992.71  |
| 19321030 |   AL14   |  UNNAMED  | 4426.88  |
| 19321103 |   AL15   |  UNNAMED  | 2307.74  |
| 19330514 |   AL01   |  UNNAMED  | 1142.52  |
| 19330624 |   AL02   |  UNNAMED  | 3651.71  |
| 19330714 |   AL03   |  UNNAMED  | 3075.46  |
| 19330724 |   AL04   |  UNNAMED  |  678.74  |
| 19330724 |   AL05   |  UNNAMED  | 2701.75  |
| 19330813 |   AL06   |  UNNAMED  | 4945.12  |
| 19330814 |   AL07   |  UNNAMED  | 1557.44  |
| 19330822 |   AL08   |  UNNAMED  | 4305.37  |
| 19330823 |   AL09   |  UNNAMED  | 2519.47  |
| 19330826 |   AL10   |  UNNAMED  |  481.06  |
| 19330831 |   AL11   |  UNNAMED  | 1916.08  |
| 19330908 |   AL12   |  UNNAMED  | 4036.77  |
| 19330910 |   AL13   |  UNNAMED  |  922.35  |
| 19330916 |   AL14   |  UNNAMED  | 2543.68  |
| 19330924 |   AL15   |  UNNAMED  | 1604.36  |
| 19331001 |   AL16   |  UNNAMED  |  785.61  |
| 19331001 |   AL17   |  UNNAMED  | 2449.61  |
| 19331025 |   AL18   |  UNNAMED  | 1951.91  |
| 19331026 |   AL19   |  UNNAMED  | 1589.98  |
| 19331115 |   AL20   |  UNNAMED  |  322.0   |
| 19340604 |   AL01   |  UNNAMED  | 3992.58  |
| 19340712 |   AL02   |  UNNAMED  |  1952.2  |
| 19340722 |   AL03   |  UNNAMED  |  1334.5  |
| 19340820 |   AL04   |  UNNAMED  |  750.67  |
| 19340826 |   AL05   |  UNNAMED  |  882.42  |
| 19340901 |   AL06   |  UNNAMED  |  757.51  |
| 19340905 |   AL07   |  UNNAMED  | 1758.79  |
| 19340916 |   AL08   |  UNNAMED  | 1838.65  |
| 19340918 |   AL09   |  UNNAMED  | 2422.01  |
| 19341001 |   AL10   |  UNNAMED  |  776.76  |
| 19341001 |   AL11   |  UNNAMED  |  830.79  |
| 19341019 |   AL12   |  UNNAMED  | 1441.32  |
| 19341120 |   AL13   |  UNNAMED  |  1969.4  |
| 19350515 |   AL01   |  UNNAMED  |  1347.4  |
| 19350816 |   AL02   |  UNNAMED  | 2977.43  |
| 19350829 |   AL03   |  UNNAMED  | 4381.94  |
| 19350830 |   AL04   |  UNNAMED  |  704.54  |
| 19350923 |   AL05   |  UNNAMED  | 2996.09  |
| 19351018 |   AL06   |  UNNAMED  | 1460.39  |
| 19351030 |   AL07   |  UNNAMED  | 1907.76  |
| 19351103 |   AL08   |  UNNAMED  | 1859.75  |
| 19360612 |   AL01   |  UNNAMED  | 1835.35  |
| 19360619 |   AL02   |  UNNAMED  |  553.52  |
| 19360626 |   AL03   |  UNNAMED  |  240.94  |
| 19360726 |   AL04   |  UNNAMED  |  618.78  |
| 19360727 |   AL05   |  UNNAMED  |  956.19  |
| 19360804 |   AL06   |  UNNAMED  | 2853.72  |
| 19360807 |   AL07   |  UNNAMED  |  773.55  |
| 19360815 |   AL08   |  UNNAMED  |  817.0   |
| 19360820 |   AL09   |  UNNAMED  |  820.43  |
| 19360825 |   AL10   |  UNNAMED  | 4673.99  |
| 19360828 |   AL11   |  UNNAMED  |  767.66  |
| 19360907 |   AL12   |  UNNAMED  |  304.11  |
| 19360908 |   AL13   |  UNNAMED  | 4549.22  |
| 19360909 |   AL14   |  UNNAMED  |  744.05  |
| 19360918 |   AL15   |  UNNAMED  | 2232.53  |
| 19361009 |   AL16   |  UNNAMED  |  284.7   |
| 19361202 |   AL17   |  UNNAMED  | 3602.69  |
| 19370729 |   AL01   |  UNNAMED  | 1737.62  |
| 19370802 |   AL02   |  UNNAMED  | 1658.15  |
| 19370824 |   AL03   |  UNNAMED  | 2084.21  |
| 19370909 |   AL04   |  UNNAMED  | 1942.24  |
| 19370910 |   AL05   |  UNNAMED  |  901.26  |
| 19370913 |   AL06   |  UNNAMED  | 2834.04  |
| 19370916 |   AL07   |  UNNAMED  |  848.85  |
| 19370920 |   AL08   |  UNNAMED  | 3477.15  |
| 19370926 |   AL09   |  UNNAMED  | 3058.06  |
| 19371002 |   AL10   |  UNNAMED  |  623.06  |
| 19371018 |   AL11   |  UNNAMED  |  701.5   |
| 19380101 |   AL01   |  UNNAMED  | 1470.09  |
| 19380808 |   AL02   |  UNNAMED  |  622.45  |
| 19380810 |   AL03   |  UNNAMED  | 2566.02  |
| 19380823 |   AL04   |  UNNAMED  | 1637.75  |
| 19380909 |   AL05   |  UNNAMED  | 1272.49  |
| 19380909 |   AL06   |  UNNAMED  | 4802.67  |
| 19381010 |   AL07   |  UNNAMED  |  1579.2  |
| 19381016 |   AL08   |  UNNAMED  |  1201.7  |
| 19381107 |   AL09   |  UNNAMED  |  801.44  |
| 19390612 |   AL01   |  UNNAMED  | 1630.43  |
| 19390807 |   AL02   |  UNNAMED  | 2466.81  |
| 19390815 |   AL03   |  UNNAMED  | 1764.28  |
| 19390923 |   AL04   |  UNNAMED  |  933.85  |
| 19391011 |   AL05   |  UNNAMED  | 2531.95  |
| 19391028 |   AL06   |  UNNAMED  |  2000.6  |
| 19400519 |   AL01   |  UNNAMED  | 1582.06  |
| 19400803 |   AL02   |  UNNAMED  |  985.61  |
| 19400805 |   AL03   |  UNNAMED  | 1854.77  |
| 19400826 |   AL04   |  UNNAMED  | 1820.92  |
| 19400907 |   AL05   |  UNNAMED  | 3985.25  |
| 19400918 |   AL06   |  UNNAMED  | 1707.01  |
| 19400922 |   AL07   |  UNNAMED  | 2095.24  |
| 19401020 |   AL08   |  UNNAMED  |  437.12  |
| 19401024 |   AL09   |  UNNAMED  | 2333.47  |
| 19410911 |   AL01   |  UNNAMED  |  565.79  |
| 19410917 |   AL02   |  UNNAMED  | 3128.12  |
| 19410918 |   AL03   |  UNNAMED  |  1498.8  |
| 19410923 |   AL04   |  UNNAMED  | 2153.45  |
| 19411003 |   AL05   |  UNNAMED  | 3382.06  |
| 19411015 |   AL06   |  UNNAMED  | 1263.92  |
| 19420803 |   AL01   |  UNNAMED  |  878.04  |
| 19420817 |   AL02   |  UNNAMED  | 1607.69  |
| 19420823 |   AL03   |  UNNAMED  | 2045.04  |
| 19420825 |   AL04   |  UNNAMED  | 1619.94  |
| 19420915 |   AL05   |  UNNAMED  | 1900.41  |
| 19420918 |   AL06   |  UNNAMED  | 1485.59  |
| 19420927 |   AL07   |  UNNAMED  |  539.28  |
| 19420930 |   AL08   |  UNNAMED  | 1963.97  |
| 19421010 |   AL09   |  UNNAMED  |  482.65  |
| 19421013 |   AL10   |  UNNAMED  | 1300.35  |
| 19421105 |   AL11   |  UNNAMED  | 1452.01  |
| 19430725 |   AL01   |  UNNAMED  |  666.64  |
| 19430813 |   AL02   |  UNNAMED  | 1831.52  |
| 19430819 |   AL03   |  UNNAMED  | 3052.61  |
| 19430901 |   AL04   |  UNNAMED  | 1789.23  |
| 19430913 |   AL05   |  UNNAMED  | 2124.87  |
| 19430915 |   AL06   |  UNNAMED  |  568.47  |
| 19430928 |   AL07   |  UNNAMED  | 1018.06  |
| 19431001 |   AL08   |  UNNAMED  | 1968.09  |
| 19431011 |   AL09   |  UNNAMED  | 1716.47  |
| 19431020 |   AL10   |  UNNAMED  |  887.98  |
| 19440713 |   AL01   |  UNNAMED  | 2276.66  |
| 19440724 |   AL02   |  UNNAMED  | 1470.67  |
| 19440730 |   AL03   |  UNNAMED  | 1679.85  |
| 19440816 |   AL04   |  UNNAMED  |  2313.5  |
| 19440818 |   AL05   |  UNNAMED  |  885.23  |
| 19440909 |   AL06   |  UNNAMED  |  634.94  |
| 19440909 |   AL07   |  UNNAMED  | 3073.19  |
| 19440919 |   AL08   |  UNNAMED  |  762.34  |
| 19440921 |   AL09   |  UNNAMED  | 3682.75  |
| 19440930 |   AL10   |  UNNAMED  |  817.65  |
| 19440930 |   AL11   |  UNNAMED  |  446.05  |
| 19441011 |   AL12   |  UNNAMED  | 1308.77  |
| 19441012 |   AL13   |  UNNAMED  |  3822.1  |
| 19441101 |   AL14   |  UNNAMED  |  132.86  |
| 19450620 |   AL01   |  UNNAMED  | 3892.25  |
| 19450719 |   AL02   |  UNNAMED  |  417.44  |
| 19450802 |   AL03   |  UNNAMED  |  814.77  |
| 19450817 |   AL04   |  UNNAMED  | 1371.69  |
| 19450824 |   AL05   |  UNNAMED  |  768.28  |
| 19450829 |   AL06   |  UNNAMED  |  818.49  |
| 19450903 |   AL07   |  UNNAMED  |  981.99  |
| 19450909 |   AL08   |  UNNAMED  | 1278.66  |
| 19450912 |   AL09   |  UNNAMED  | 3650.82  |
| 19451002 |   AL10   |  UNNAMED  | 1628.78  |
| 19451010 |   AL11   |  UNNAMED  | 3165.71  |
| 19460613 |   AL01   |  UNNAMED  |  478.25  |
| 19460705 |   AL02   |  UNNAMED  | 1684.31  |
| 19460825 |   AL03   |  UNNAMED  |  320.45  |
| 19460912 |   AL04   |  UNNAMED  | 2887.12  |
| 19461001 |   AL05   |  UNNAMED  |  930.51  |
| 19461005 |   AL06   |  UNNAMED  | 2808.86  |
| 19461031 |   AL07   |  UNNAMED  |  773.29  |
| 19470731 |   AL01   |  UNNAMED  |  503.87  |
| 19470809 |   AL02   |  UNNAMED  | 1531.48  |
| 19470818 |   AL03   |  UNNAMED  | 1389.69  |
| 19470904 |   AL04   |  UNNAMED  | 4940.16  |
| 19470907 |   AL05   |  UNNAMED  |  319.45  |
| 19470920 |   AL06   |  UNNAMED  | 1723.27  |
| 19471005 |   AL07   |  UNNAMED  | 1054.29  |
| 19471008 |   AL08   |  UNNAMED  |  522.01  |
| 19471008 |   AL09   |  UNNAMED  | 1950.53  |
| 19471017 |   AL10   |  UNNAMED  |  2152.9  |
| 19480522 |   AL01   |  UNNAMED  | 1262.78  |
| 19480707 |   AL02   |  UNNAMED  |  546.51  |
| 19480826 |   AL03   |  UNNAMED  |  4024.2  |
| 19480830 |   AL04   |  UNNAMED  |  509.61  |
| 19480901 |   AL05   |  UNNAMED  | 1071.84  |
| 19480904 |   AL06   |  UNNAMED  | 5980.81  |
| 19480907 |   AL07   |  UNNAMED  |  996.35  |
| 19480918 |   AL08   |  UNNAMED  | 2968.53  |
| 19481003 |   AL09   |  UNNAMED  | 4524.89  |
| 19481108 |   AL10   |  UNNAMED  |  994.67  |
| 19490821 |   AL01   |  UNNAMED  | 4471.51  |
| 19490823 |   AL02   |  UNNAMED  | 4826.26  |
| 19490830 |   AL03   |  UNNAMED  |  747.81  |
| 19490903 |   AL04   |  UNNAMED  | 2820.49  |
| 19490903 |   AL05   |  UNNAMED  |  703.79  |
| 19490905 |   AL06   |  UNNAMED  | 2695.33  |
| 19490911 |   AL07   |  UNNAMED  |  596.39  |
| 19490913 |   AL08   |  UNNAMED  |  873.21  |
| 19490920 |   AL09   |  UNNAMED  |  752.04  |
| 19490920 |   AL10   |  UNNAMED  |  622.61  |
| 19490927 |   AL11   |  UNNAMED  | 2051.99  |
| 19491002 |   AL12   |  UNNAMED  | 1398.12  |
| 19491013 |   AL13   |  UNNAMED  | 2455.97  |
| 19491013 |   AL14   |  UNNAMED  | 1259.18  |
| 19491101 |   AL15   |  UNNAMED  |  2398.7  |
| 19491103 |   AL16   |  UNNAMED  |  271.14  |
| 19500812 |   AL01   |    ABLE   | 4040.68  |
| 19500818 |   AL02   |   BAKER   | 2992.85  |
| 19500821 |   AL03   |  CHARLIE  | 3813.09  |
| 19500830 |   AL04   |    DOG    | 5212.05  |
| 19500901 |   AL05   |    EASY   |  1406.5  |
| 19500908 |   AL06   |    FOX    | 2874.93  |
| 19500927 |   AL07   |   GEORGE  | 3991.55  |
| 19501001 |   AL08   |    HOW    |  614.62  |
| 19501008 |   AL09   |    ITEM   |  461.6   |
| 19501011 |   AL10   |    JIG    | 2419.87  |
| 19501013 |   AL11   |    KING   | 1362.75  |
| 19501017 |   AL12   |  UNNAMED  | 2072.68  |
| 19501018 |   AL13   |    LOVE   |  975.56  |
| 19501025 |   AL14   |    MIKE   |  676.3   |
| 19501027 |   AL15   |  UNNAMED  |  473.08  |
| 19501110 |   AL16   |  UNNAMED  |  495.49  |
| 19510102 |   AL01   |  UNNAMED  | 3060.59  |
| 19510516 |   AL02   |    ABLE   | 2144.39  |
| 19510802 |   AL03   |   BAKER   | 1380.25  |
| 19510812 |   AL04   |  CHARLIE  | 3277.31  |
| 19510827 |   AL05   |    DOG    | 3157.57  |
| 19510901 |   AL06   |    EASY   |  5015.0  |
| 19510902 |   AL07   |    FOX    | 4958.23  |
| 19510919 |   AL08   |   GEORGE  |  352.93  |
| 19510929 |   AL09   |    HOW    | 6090.54  |
| 19511012 |   AL10   |    ITEM   |  537.26  |
| 19511015 |   AL11   |    JIG    |  877.3   |
| 19511203 |   AL12   |  UNNAMED  | 2192.53  |
| 19520202 |   AL01   |  UNNAMED  | 1997.32  |
| 19520818 |   AL02   |    ABLE   | 5174.13  |
| 19520827 |   AL03   |  UNNAMED  |  397.22  |
| 19520831 |   AL04   |   BAKER   | 3470.85  |
| 19520908 |   AL05   |  UNNAMED  | 1913.59  |
| 19520924 |   AL06   |  CHARLIE  | 2327.29  |
| 19520924 |   AL07   |    DOG    |  878.45  |
| 19520925 |   AL08   |  UNNAMED  |  883.52  |
| 19521006 |   AL09   |    EASY   |  558.0   |
| 19521020 |   AL10   |    FOX    | 1637.83  |
| 19521124 |   AL11   |  UNNAMED  | 1331.33  |
| 19530525 |   AL01   |   ALICE   | 1809.58  |
| 19530711 |   AL02   |  UNNAMED  | 1177.22  |
| 19530811 |   AL03   |  BARBARA  | 2227.49  |
| 19530828 |   AL04   |   CAROL   | 5219.32  |
| 19530829 |   AL05   |  UNNAMED  |  609.13  |
| 19530908 |   AL06   |   DOLLY   | 3191.99  |
| 19530915 |   AL07   |    EDNA   | 4004.12  |
| 19530915 |   AL08   |  UNNAMED  |  871.54  |
| 19530923 |   AL09   |  FLORENCE | 1436.66  |
| 19531002 |   AL10   |    GAIL   | 2620.26  |
| 19531003 |   AL11   |  UNNAMED  | 2488.05  |
| 19531007 |   AL12   |   HAZEL   | 3732.76  |
| 19531123 |   AL13   |  UNNAMED  |  751.6   |
| 19531207 |   AL14   |  UNNAMED  |  591.53  |
| 19540528 |   AL01   |  UNNAMED  |  1867.9  |
| 19540618 |   AL02   |  UNNAMED  | 1742.41  |
| 19540624 |   AL03   |   ALICE   |  746.67  |
| 19540710 |   AL04   |  UNNAMED  |  709.33  |
| 19540727 |   AL05   |  BARBARA  |  423.99  |
| 19540825 |   AL06   |   CAROL   | 1617.84  |
| 19540831 |   AL07   |   DOLLY   | 3071.28  |
| 19540905 |   AL08   |    EDNA   | 3109.24  |
| 19540906 |   AL09   |  UNNAMED  | 1002.55  |
| 19540910 |   AL10   |  FLORENCE |  250.32  |
| 19540915 |   AL11   |  UNNAMED  |  362.51  |
| 19540924 |   AL12   |   GILDA   | 1392.96  |
| 19540925 |   AL13   |  UNNAMED  | 2882.42  |
| 19541005 |   AL14   |   HAZEL   | 3807.87  |
| 19541116 |   AL15   |  UNNAMED  |  785.62  |
| 19541230 |   AL16   |   ALICE   |  1083.3  |
| 19550731 |   AL01   |   BRENDA  |  523.68  |
| 19550803 |   AL02   |   CONNIE  | 3396.95  |
| 19550807 |   AL03   |   DIANE   | 5866.89  |
| 19550821 |   AL04   |   EDITH   | 3624.54  |
| 19550825 |   AL05   |  UNNAMED  |  752.97  |
| 19550902 |   AL06   |   FLORA   | 3111.98  |
| 19550903 |   AL07   |   GLADYS  |  487.64  |
| 19550910 |   AL08   |    IONE   | 6400.18  |
| 19550912 |   AL09   |   HILDA   | 1937.61  |
| 19550921 |   AL10   |   JANET   | 2836.68  |
| 19550923 |   AL11   |  UNNAMED  | 2632.07  |
| 19551010 |   AL12   |  UNNAMED  |  952.53  |
| 19551014 |   AL13   |   KATIE   | 1523.51  |
| 19560612 |   AL01   |  UNNAMED  |  972.58  |
| 19560725 |   AL02   |    ANNA   |  399.64  |
| 19560809 |   AL03   |   BETSY   | 4559.74  |
| 19560907 |   AL04   |   CARLA   | 4502.91  |
| 19560910 |   AL05   |    DORA   |  400.6   |
| 19560911 |   AL06   |   ETHEL   |  421.48  |
| 19560920 |   AL07   |   FLOSSY  | 3510.66  |
| 19561031 |   AL08   |   GRETA   | 2634.41  |
| 19560607 |   AL09   |  UNNAMED  |  802.96  |
| 19561009 |   AL10   |  UNNAMED  |  520.38  |
| 19561014 |   AL11   |  UNNAMED  | 1316.22  |
| 19561119 |   AL12   |  UNNAMED  |  265.98  |
| 19570608 |   AL01   |  UNNAMED  | 2033.02  |
| 19570624 |   AL02   |   AUDREY  | 1403.62  |
| 19570808 |   AL03   |   BERTHA  |  598.91  |
| 19570902 |   AL04   |   CARRIE  | 6263.35  |
| 19570907 |   AL05   |   DEBBIE  |  632.98  |
| 19570916 |   AL06   |   ESTHER  |  783.75  |
| 19570920 |   AL07   |   FRIEDA  | 2296.13  |
| 19571023 |   AL08   |  UNNAMED  | 1910.64  |
| 19580614 |   AL01   |    ALMA   |  595.54  |
| 19580808 |   AL02   |   BECKY   | 4288.38  |
| 19580811 |   AL03   |    CLEO   | 5135.38  |
| 19580823 |   AL04   |   DAISY   | 2108.35  |
| 19580830 |   AL05   |    ELLA   | 2542.21  |
| 19580904 |   AL06   |    FIFI   | 1908.06  |
| 19580914 |   AL07   |   GERDA   |  2471.2  |
| 19580921 |   AL08   |   HELENE  | 5385.66  |
| 19580924 |   AL09   |    ILSA   | 2310.74  |
| 19581004 |   AL10   |   JANICE  | 3203.55  |
| 19580525 |   AL11   |  UNNAMED  | 1510.81  |
| 19581015 |   AL12   |  UNNAMED  | 1634.01  |
| 19590528 |   AL01   |   ARLENE  | 1234.11  |
| 19590615 |   AL02   |   BEULAH  |  274.1   |
| 19590618 |   AL03   |  UNNAMED  |  2652.2  |
| 19590704 |   AL04   |   CINDY   | 2057.88  |
| 19590722 |   AL05   |   DEBRA   |  763.34  |
| 19590818 |   AL06   |   EDITH   |  463.24  |
| 19590909 |   AL07   |   FLORA   | 1867.37  |
| 19590920 |   AL08   |   GRACIE  | 2724.73  |
| 19590927 |   AL09   |   HANNAH  | 4752.07  |
| 19591006 |   AL10   |   IRENE   |  848.57  |
| 19591014 |   AL11   |   JUDITH  | 2894.46  |
| 19590802 |   AL12   |  UNNAMED  | 1270.97  |
| 19590828 |   AL13   |  UNNAMED  | 2313.26  |
| 19590909 |   AL14   |  UNNAMED  | 1724.24  |
| 19600622 |   AL01   |  UNNAMED  | 1529.45  |
| 19600709 |   AL02   |    ABBY   | 2550.28  |
| 19600727 |   AL03   |   BRENDA  | 4199.43  |
| 19600817 |   AL04   |    CLEO   | 1407.84  |
| 19600829 |   AL05   |   DONNA   | 6087.64  |
| 19600912 |   AL06   |   ETHEL   |  993.55  |
| 19600917 |   AL07   |  FLORENCE | 2045.63  |
| 19600901 |   AL08   |  UNNAMED  |  701.23  |
| 19610717 |   AL01   |    ANNA   | 2657.42  |
| 19610902 |   AL02   |   BETSY   | 5205.32  |
