+----------+-----------+----------+
| Storm ID |    Name   | Distance |
| AL011930 |  UNNAMED  | 3418.17  |
| AL021930 |  UNNAMED  | 5474.45  |
| AL031930 |  UNNAMED  |  249.33  |
| AL011931 |  UNNAMED  |  912.43  |
| AL021931 |  UNNAMED  |  1510.5  |
| AL031931 |  UNNAMED  | 2190.99  |
| AL041931 |  UNNAMED  | 1161.24  |
| AL051931 |  UNNAMED  |  650.69  |
| AL061931 |  UNNAMED  | 2245.33  |
| AL071931 |  UNNAMED  | 2606.72  |
| AL081931 |  UNNAMED  | 1674.22  |
| AL091931 |  UNNAMED  |  794.28  |
| AL101931 |  UNNAMED  | 2087.74  |
| AL111931 |  UNNAMED  |  280.43  |
| AL121931 |  UNNAMED  |  931.62  |
| AL131931 |  UNNAMED  |  842.8   |
| AL011932 |  UNNAMED  | 1419.41  |
| AL021932 |  UNNAMED  |  929.48  |
| AL031932 |  UNNAMED  | 2622.84  |
| AL041932 |  UNNAMED  | 5644.68  |
| AL051932 |  UNNAMED  |  728.98  |
| AL061932 |  UNNAMED  | 2837.28  |
| AL071932 |  UNNAMED  | 3262.72  |
| AL081932 |  UNNAMED  | 1335.03  |
| AL091932 |  UNNAMED  | 2073.33  |
| AL101932 |  UNNAMED  |  297.6   |
| AL111932 |  UNNAMED  | 1994.01  |
| AL121932 |  UNNAMED  | 1341.31  |
| AL131932 |  UNNAMED  |  992.71  |
| AL141932 |  UNNAMED  | 4426.88  |
| AL151932 |  UNNAMED  | 2307.74  |
| AL011933 |  UNNAMED  | 1142.52  |
| AL021933 |  UNNAMED  | 3651.71  |
| AL031933 |  UNNAMED  | 3075.46  |
| AL041933 |  UNNAMED  |  678.74  |
| AL051933 |  UNNAMED  | 2701.75  |
| AL061933 |  UNNAMED  | 4945.12  |
| AL071933 |  UNNAMED  | 1557.44  |
| AL081933 |  UNNAMED  | 4305.37  |
| AL091933 |  UNNAMED  | 2519.47  |
| AL101933 |  UNNAMED  |  481.06  |
| AL111933 |  UNNAMED  | 1916.08  |
| AL121933 |  UNNAMED  | 4036.77  |
| AL131933 |  UNNAMED  |  922.35  |
| AL141933 |  UNNAMED  | 2543.68  |
| AL151933 |  UNNAMED  | 1604.36  |
| AL161933 |  UNNAMED  |  785.61  |
| AL171933 |  UNNAMED  | 2449.61  |
| AL181933 |  UNNAMED  | 1951.91  |
| AL191933 |  UNNAMED  | 1589.98  |
| AL201933 |  UNNAMED  |  322.0   |
| AL011934 |  UNNAMED  | 3992.58  |
| AL021934 |  UNNAMED  |  1952.2  |
| AL031934 |  UNNAMED  |  1334.5  |
| AL041934 |  UNNAMED  |  750.67  |
| AL051934 |  UNNAMED  |  882.42  |
| AL061934 |  UNNAMED  |  757.51  |
| AL071934 |  UNNAMED  | 1758.79  |
| AL081934 |  UNNAMED  | 1838.65  |
| AL091934 |  UNNAMED  | 2422.01  |
| AL101934 |  UNNAMED  |  776.76  |
| AL111934 |  UNNAMED  |  830.79  |
| AL121934 |  UNNAMED  | 1441.32  |
| AL131934 |  UNNAMED  |  1969.4  |
| AL011935 |  UNNAMED  |  1347.4  |
| AL021935 |  UNNAMED  | 2977.43  |
| AL031935 |  UNNAMED  | 4381.94  |
| AL041935 |  UNNAMED  |  704.54  |
| AL051935 |  UNNAMED  | 2996.09  |
| AL061935 |  UNNAMED  | 1460.39  |
| AL071935 |  UNNAMED  | 1907.76  |
| AL081935 |  UNNAMED  | 1859.75  |
| AL011936 |  UNNAMED  | 1835.35  |
| AL021936 |  UNNAMED  |  553.52  |
| AL031936 |  UNNAMED  |  240.94  |
| AL041936 |  UNNAMED  |  618.78  |
| AL051936 |  UNNAMED  |  956.19  |
| AL061936 |  UNNAMED  | 2853.72  |
| AL071936 |  UNNAMED  |  773.55  |
| AL081936 |  UNNAMED  |  817.0   |
| AL091936 |  UNNAMED  |  820.43  |
| AL101936 |  UNNAMED  | 4673.99  |
| AL111936 |  UNNAMED  |  767.66  |
| AL121936 |  UNNAMED  |  304.11  |
| AL131936 |  UNNAMED  | 4549.22  |
| AL141936 |  UNNAMED  |  744.05  |
| AL151936 |  UNNAMED  | 2232.53  |
| AL161936 |  UNNAMED  |  284.7   |
| AL171936 |  UNNAMED  | 3602.69  |
| AL011937 |  UNNAMED  | 1737.62  |
| AL021937 |  UNNAMED  | 1658.15  |
| AL031937 |  UNNAMED  | 2084.21  |
| AL041937 |  UNNAMED  | 1942.24  |
| AL051937 |  UNNAMED  |  901.26  |
| AL061937 |  UNNAMED  | 2834.04  |
| AL071937 |  UNNAMED  |  848.85  |
| AL081937 |  UNNAMED  | 3477.15  |
| AL091937 |  UNNAMED  | 3058.06  |
| AL101937 |  UNNAMED  |  623.06  |
| AL111937 |  UNNAMED  |  701.5   |
| AL011938 |  UNNAMED  | 1470.09  |
| AL021938 |  UNNAMED  |  622.45  |
| AL031938 |  UNNAMED  | 2566.02  |
| AL041938 |  UNNAMED  | 1637.75  |
| AL051938 |  UNNAMED  | 1272.49  |
| AL061938 |  UNNAMED  | 4802.67  |
| AL071938 |  UNNAMED  |  1579.2  |
| AL081938 |  UNNAMED  |  1201.7  |
| AL091938 |  UNNAMED  |  801.44  |
| AL011939 |  UNNAMED  | 1630.43  |
| AL021939 |  UNNAMED  | 2466.81  |
| AL031939 |  UNNAMED  | 1764.28  |
| AL041939 |  UNNAMED  |  933.85  |
| AL051939 |  UNNAMED  | 2531.95  |
| AL061939 |  UNNAMED  |  2000.6  |
| AL011940 |  UNNAMED  | 1582.06  |
| AL021940 |  UNNAMED  |  985.61  |
| AL031940 |  UNNAMED  | 1854.77  |
| AL041940 |  UNNAMED  | 1820.92  |
| AL051940 |  UNNAMED  | 3985.25  |
| AL061940 |  UNNAMED  | 1707.01  |
| AL071940 |  UNNAMED  | 2095.24  |
| AL081940 |  UNNAMED  |  437.12  |
| AL091940 |  UNNAMED  | 2333.47  |
| AL011941 |  UNNAMED  |  565.79  |
| AL021941 |  UNNAMED  | 3128.12  |
| AL031941 |  UNNAMED  |  1498.8  |
| AL041941 |  UNNAMED  | 2153.45  |
| AL051941 |  UNNAMED  | 3382.06  |
| AL061941 |  UNNAMED  | 1263.92  |
| AL011942 |  UNNAMED  |  878.04  |
| AL021942 |  UNNAMED  | 1607.69  |
| AL031942 |  UNNAMED  | 2045.04  |
| AL041942 |  UNNAMED  | 1619.94  |
| AL051942 |  UNNAMED  | 1900.41  |
| AL061942 |  UNNAMED  | 1485.59  |
| AL071942 |  UNNAMED  |  539.28  |
| AL081942 |  UNNAMED  | 1963.97  |
| AL091942 |  UNNAMED  |  482.65  |
| AL101942 |  UNNAMED  | 1300.35  |
| AL111942 |  UNNAMED  | 1452.01  |
| AL011943 |  UNNAMED  |  666.64  |
| AL021943 |  UNNAMED  | 1831.52  |
| AL031943 |  UNNAMED  | 3052.61  |
| AL041943 |  UNNAMED  | 1789.23  |
| AL051943 |  UNNAMED  | 2124.87  |
| AL061943 |  UNNAMED  |  568.47  |
| AL071943 |  UNNAMED  | 1018.06  |
| AL081943 |  UNNAMED  | 1968.09  |
| AL091943 |  UNNAMED  | 1716.47  |
| AL101943 |  UNNAMED  |  887.98  |
| AL011944 |  UNNAMED  | 2276.66  |
| AL021944 |  UNNAMED  | 1470.67  |
| AL031944 |  UNNAMED  | 1679.85  |
| AL041944 |  UNNAMED  |  2313.5  |
| AL051944 |  UNNAMED  |  885.23  |
| AL061944 |  UNNAMED  |  634.94  |
| AL071944 |  UNNAMED  | 3073.19  |
| AL081944 |  UNNAMED  |  762.34  |
| AL091944 |  UNNAMED  | 3682.75  |
| AL101944 |  UNNAMED  |  817.65  |
| AL111944 |  UNNAMED  |  446.05  |
| AL121944 |  UNNAMED  | 1308.77  |
| AL131944 |  UNNAMED  |  3822.1  |
| AL141944 |  UNNAMED  |  132.86  |
| AL011945 |  UNNAMED  | 3892.25  |
| AL021945 |  UNNAMED  |  417.44  |
| AL031945 |  UNNAMED  |  814.77  |
| AL041945 |  UNNAMED  | 1371.69  |
| AL051945 |  UNNAMED  |  768.28  |
| AL061945 |  UNNAMED  |  818.49  |
| AL071945 |  UNNAMED  |  981.99  |
| AL081945 |  UNNAMED  | 1278.66  |
| AL091945 |  UNNAMED  | 3650.82  |
| AL101945 |  UNNAMED  | 1628.78  |
| AL111945 |  UNNAMED  | 3165.71  |
| AL011946 |  UNNAMED  |  478.25  |
| AL021946 |  UNNAMED  | 1684.31  |
| AL031946 |  UNNAMED  |  320.45  |
| AL041946 |  UNNAMED  | 2887.12  |
| AL051946 |  UNNAMED  |  930.51  |
| AL061946 |  UNNAMED  | 2808.86  |
| AL071946 |  UNNAMED  |  773.29  |
| AL011947 |  UNNAMED  |  503.87  |
| AL021947 |  UNNAMED  | 1531.48  |
| AL031947 |  UNNAMED  | 1389.69  |
| AL041947 |  UNNAMED  | 4940.16  |
| AL051947 |  UNNAMED  |  319.45  |
| AL061947 |  UNNAMED  | 1723.27  |
| AL071947 |  UNNAMED  | 1054.29  |
| AL081947 |  UNNAMED  |  522.01  |
| AL091947 |  UNNAMED  | 1950.53  |
| AL101947 |  UNNAMED  |  2152.9  |
| AL011948 |  UNNAMED  | 1262.78  |
| AL021948 |  UNNAMED  |  546.51  |
| AL031948 |  UNNAMED  |  4024.2  |
| AL041948 |  UNNAMED  |  509.61  |
| AL051948 |  UNNAMED  | 1071.84  |
| AL061948 |  UNNAMED  | 5980.81  |
| AL071948 |  UNNAMED  |  996.35  |
| AL081948 |  UNNAMED  | 2968.53  |
| AL091948 |  UNNAMED  | 4524.89  |
| AL101948 |  UNNAMED  |  994.67  |
| AL011949 |  UNNAMED  | 4471.51  |
| AL021949 |  UNNAMED  | 4826.26  |
| AL031949 |  UNNAMED  |  747.81  |
| AL041949 |  UNNAMED  | 2820.49  |
| AL051949 |  UNNAMED  |  703.79  |
| AL061949 |  UNNAMED  | 2695.33  |
| AL071949 |  UNNAMED  |  596.39  |
| AL081949 |  UNNAMED  |  873.21  |
| AL091949 |  UNNAMED  |  752.04  |
| AL101949 |  UNNAMED  |  622.61  |
| AL111949 |  UNNAMED  | 2051.99  |
| AL121949 |  UNNAMED  | 1398.12  |
| AL131949 |  UNNAMED  | 2455.97  |
| AL141949 |  UNNAMED  | 1259.18  |
| AL151949 |  UNNAMED  |  2398.7  |
| AL161949 |  UNNAMED  |  271.14  |
| AL011950 |    ABLE   | 4040.68  |
| AL021950 |   BAKER   | 2992.85  |
| AL031950 |  CHARLIE  | 3813.09  |
| AL041950 |    DOG    | 5212.05  |
| AL051950 |    EASY   |  1406.5  |
| AL061950 |    FOX    | 2874.93  |
| AL071950 |   GEORGE  | 3991.55  |
| AL081950 |    HOW    |  614.62  |
| AL091950 |    ITEM   |  461.6   |
| AL101950 |    JIG    | 2419.87  |
| AL111950 |    KING   | 1362.75  |
| AL121950 |  UNNAMED  | 2072.68  |
| AL131950 |    LOVE   |  975.56  |
| AL141950 |    MIKE   |  676.3   |
| AL151950 |  UNNAMED  |  473.08  |
| AL161950 |  UNNAMED  |  495.49  |
| AL011951 |  UNNAMED  | 3060.59  |
| AL021951 |    ABLE   | 2144.39  |
| AL031951 |   BAKER   | 1380.25  |
| AL041951 |  CHARLIE  | 3277.31  |
| AL051951 |    DOG    | 3157.57  |
| AL061951 |    EASY   |  5015.0  |
| AL071951 |    FOX    | 4958.23  |
| AL081951 |   GEORGE  |  352.93  |
| AL091951 |    HOW    | 6090.54  |
| AL101951 |    ITEM   |  537.26  |
| AL111951 |    JIG    |  877.3   |
| AL121951 |  UNNAMED  | 2192.53  |
| AL011952 |  UNNAMED  | 1997.32  |
| AL021952 |    ABLE   | 5174.13  |
| AL031952 |  UNNAMED  |  397.22  |
| AL041952 |   BAKER   | 3470.85  |
| AL051952 |  UNNAMED  | 1913.59  |
| AL061952 |  CHARLIE  | 2327.29  |
| AL071952 |    DOG    |  878.45  |
| AL081952 |  UNNAMED  |  883.52  |
| AL091952 |    EASY   |  558.0   |
| AL101952 |    FOX    | 1637.83  |
| AL111952 |  UNNAMED  | 1331.33  |
| AL011953 |   ALICE   | 1809.58  |
| AL021953 |  UNNAMED  | 1177.22  |
| AL031953 |  BARBARA  | 2227.49  |
| AL041953 |   CAROL   | 5219.32  |
| AL051953 |  UNNAMED  |  609.13  |
| AL061953 |   DOLLY   | 3191.99  |
| AL071953 |    EDNA   | 4004.12  |
| AL081953 |  UNNAMED  |  871.54  |
| AL091953 |  FLORENCE | 1436.66  |
| AL101953 |    GAIL   | 2620.26  |
| AL111953 |  UNNAMED  | 2488.05  |
| AL121953 |   HAZEL   | 3732.76  |
| AL131953 |  UNNAMED  |  751.6   |
| AL141953 |  UNNAMED  |  591.53  |
| AL011954 |  UNNAMED  |  1867.9  |
| AL021954 |  UNNAMED  | 1742.41  |
| AL031954 |   ALICE   |  746.67  |
| AL041954 |  UNNAMED  |  709.33  |
| AL051954 |  BARBARA  |  423.99  |
| AL061954 |   CAROL   | 1617.84  |
| AL071954 |   DOLLY   | 3071.28  |
| AL081954 |    EDNA   | 3109.24  |
| AL091954 |  UNNAMED  | 1002.55  |
| AL101954 |  FLORENCE |  250.32  |
| AL111954 |  UNNAMED  |  362.51  |
| AL121954 |   GILDA   | 1392.96  |
| AL131954 |  UNNAMED  | 2882.42  |
| AL141954 |   HAZEL   | 3807.87  |
| AL151954 |  UNNAMED  |  785.62  |
| AL161954 |   ALICE   |  1083.3  |
| AL011955 |   BRENDA  |  523.68  |
| AL021955 |   CONNIE  | 3396.95  |
| AL031955 |   DIANE   | 5866.89  |
| AL041955 |   EDITH   | 3624.54  |
| AL051955 |  UNNAMED  |  752.97  |
| AL061955 |   FLORA   | 3111.98  |
| AL071955 |   GLADYS  |  487.64  |
| AL081955 |    IONE   | 6400.18  |
| AL091955 |   HILDA   | 1937.61  |
| AL101955 |   JANET   | 2836.68  |
| AL111955 |  UNNAMED  | 2632.07  |
| AL121955 |  UNNAMED  |  952.53  |
| AL131955 |   KATIE   | 1523.51  |
| AL011956 |  UNNAMED  |  972.58  |
| AL021956 |    ANNA   |  399.64  |
| AL031956 |   BETSY   | 4559.74  |
| AL041956 |   CARLA   | 4502.91  |
| AL051956 |    DORA   |  400.6   |
| AL061956 |   ETHEL   |  421.48  |
| AL071956 |   FLOSSY  | 3510.66  |
| AL081956 |   GRETA   | 2634.41  |
| AL091956 |  UNNAMED  |  802.96  |
| AL101956 |  UNNAMED  |  520.38  |
| AL111956 |  UNNAMED  | 1316.22  |
| AL121956 |  UNNAMED  |  265.98  |
| AL011957 |  UNNAMED  | 2033.02  |
| AL021957 |   AUDREY  | 1403.62  |
| AL031957 |   BERTHA  |  598.91  |
| AL041957 |   CARRIE  | 6263.35  |
| AL051957 |   DEBBIE  |  632.98  |
| AL061957 |   ESTHER  |  783.75  |
| AL071957 |   FRIEDA  | 2296.13  |
| AL081957 |  UNNAMED  | 1910.64  |
| AL011958 |    ALMA   |  595.54  |
| AL021958 |   BECKY   | 4288.38  |
| AL031958 |    CLEO   | 5135.38  |
| AL041958 |   DAISY   | 2108.35  |
| AL051958 |    ELLA   | 2542.21  |
| AL061958 |    FIFI   | 1908.06  |
| AL071958 |   GERDA   |  2471.2  |
| AL081958 |   HELENE  | 5385.66  |
| AL091958 |    ILSA   | 2310.74  |
| AL101958 |   JANICE  | 3203.55  |
| AL111958 |  UNNAMED  | 1510.81  |
| AL121958 |  UNNAMED  | 1634.01  |
| AL011959 |   ARLENE  | 1234.11  |
| AL021959 |   BEULAH  |  274.1   |
| AL031959 |  UNNAMED  |  2652.2  |
| AL041959 |   CINDY   | 2057.88  |
| AL051959 |   DEBRA   |  763.34  |
| AL061959 |   EDITH   |  463.24  |
| AL071959 |   FLORA   | 1867.37  |
| AL081959 |   GRACIE  | 2724.73  |
| AL091959 |   HANNAH  | 4752.07  |
| AL101959 |   IRENE   |  848.57  |
| AL111959 |   JUDITH  | 2894.46  |
| AL121959 |  UNNAMED  | 1270.97  |
| AL131959 |  UNNAMED  | 2313.26  |
| AL141959 |  UNNAMED  | 1724.24  |
| AL011960 |  UNNAMED  | 1529.45  |
| AL021960 |    ABBY   | 2550.28  |
| AL031960 |   BRENDA  | 4199.43  |
| AL041960 |    CLEO   | 1407.84  |
| AL051960 |   DONNA   | 6087.64  |
| AL061960 |   ETHEL   |  993.55  |
| AL071960 |  FLORENCE | 2045.63  |
| AL081960 |  UNNAMED  |  701.23  |
| AL011961 |    ANNA   | 2657.42  |
| AL021961 |   BETSY   | 5205.32  |
| AL031961 |   CARLA   | 4592.15  |
| AL041961 |   DEBBIE  | 5986.13  |
| AL051961 |   ESTHER  | 4837.97  |
| AL061961 |  UNNAMED  | 1198.24  |
| AL071961 |  FRANCES  | 2720.56  |
| AL081961 |   GERDA   | 2263.36  |
| AL091961 |   HATTIE  | 1129.35  |
| AL101961 |   JENNY   | 2986.79  |
| AL111961 |    INGA   |  515.81  |
| AL121961 |  UNNAMED  | 1367.12  |
| AL011962 |    ALMA   |  1693.5  |
| AL021962 |   BECKY   | 1889.36  |
| AL031962 |   CELIA   | 2554.42  |
| AL041962 |   DAISY   | 3085.62  |
| AL051962 |    ELLA   | 3992.59  |
| AL061962 |  UNNAMED  | 2700.76  |
| AL071962 |  UNNAMED  | 1903.33  |
| AL011963 |   ARLENE  | 5303.65  |
| AL021963 |   BEULAH  | 6629.93  |
| AL031963 |  UNNAMED  | 2191.98  |
| AL041963 |   CINDY   |  453.71  |
| AL051963 |   DEBRA   | 1611.35  |
| AL061963 |   EDITH   | 1668.05  |
| AL071963 |   FLORA   | 5995.73  |
| AL081963 |   GINNY   | 2746.06  |
| AL091963 |   HELENA  |  886.79  |
| AL101963 |  UNNAMED  |  953.19  |
| AL011964 |  UNNAMED  | 2256.42  |
| AL021964 |  UNNAMED  | 4676.61  |
| AL031964 |    ABBY   |  601.37  |
| AL041964 |   BRENDA  |  644.6   |
| AL051964 |    CLEO   | 6169.93  |
| AL061964 |    DORA   | 6103.78  |
| AL071964 |   ETHEL   | 4398.15  |
| AL081964 |  FLORENCE | 1439.92  |
| AL091964 |   GLADYS  | 3193.31  |
| AL101964 |   HILDA   | 1826.77  |
| AL111964 |   ISBELL  | 1481.97  |
| AL121964 |  UNNAMED  |  661.53  |
| AL131964 |  UNNAMED  | 1361.75  |
| AL011965 |  UNNAMED  | 3204.56  |
| AL021965 |    ANNA   | 2171.68  |
| AL031965 |   BETSY   | 3844.23  |
| AL041965 |   CAROL   | 4624.82  |
| AL051965 |   DEBBIE  |  848.82  |
| AL061965 |   ELENA   | 3849.37  |
| AL071965 |  UNNAMED  | 2011.87  |
| AL081965 |  UNNAMED  | 1507.47  |
| AL091965 |  UNNAMED  |  744.61  |
| AL101965 |  UNNAMED  | 1443.84  |
| AL011966 |    ALMA   |  2226.0  |
| AL021966 |   BECKY   |  905.68  |
| AL031966 |   CELIA   |  3042.8  |
| AL051966 |    ELLA   | 2116.02  |
| AL041966 |  DOROTHY  | 1546.15  |
| AL061966 |   FAITH   | 7265.18  |
| AL071966 |   GRETA   | 1607.25  |
| AL081966 |   HALLIE  |  129.83  |
| AL091966 |    INEZ   | 4300.03  |
| AL101966 |   JUDITH  |  1200.9  |
| AL111966 |    LOIS   | 3129.21  |
| AL011967 |  UNNAMED  |  148.96  |
| AL021967 |  UNNAMED  |  482.07  |
| AL031967 |  UNNAMED  |  563.97  |
| AL041967 |  UNNAMED  |  640.1   |
| AL051967 |  UNNAMED  | 1110.82  |
| AL061967 |  UNNAMED  |  443.66  |
| AL071967 |  UNNAMED  | 1071.29  |
| AL081967 |  UNNAMED  | 1525.77  |
| AL091967 |  UNNAMED  |  756.19  |
| AL101967 |  UNNAMED  |  1214.8  |
| AL111967 |   ARLENE  | 2598.38  |
| AL121967 |   CHLOE   | 5504.24  |
| AL131967 |   BEULAH  | 2872.82  |
| AL141967 |   DORIA   | 2422.15  |
| AL151967 |  UNNAMED  |  2474.1  |
| AL161967 |  UNNAMED  | 1742.05  |
| AL171967 |  UNNAMED  |  499.49  |
| AL181967 |   EDITH   | 1100.56  |
| AL191967 |    FERN   |  443.78  |
| AL201967 |  UNNAMED  |  579.9   |
| AL211967 |   GINGER  |  498.7   |
| AL221967 |  UNNAMED  |  232.98  |
| AL231967 |  UNNAMED  |  459.47  |
| AL241967 |  UNNAMED  |  533.79  |
| AL251967 |   HEIDI   | 3151.47  |
| AL261967 |  UNNAMED  | 1136.61  |
| AL011968 |    ABBY   | 1899.16  |
| AL021968 |   BRENDA  | 2612.91  |
| AL031968 |   CANDY   | 1823.64  |
| AL041968 |  UNNAMED  |  225.91  |
| AL051968 |   DOLLY   | 3024.97  |
| AL061968 |  UNNAMED  |  698.49  |
| AL071968 |  UNNAMED  | 1124.95  |
| AL081968 |    EDNA   | 2036.93  |
| AL091968 |  UNNAMED  | 2354.21  |
| AL101968 |  UNNAMED  |  1232.6  |
| AL111968 |  UNNAMED  |  1188.1  |
| AL121968 |  FRANCES  | 2182.41  |
| AL131968 |  UNNAMED  | 1020.26  |
| AL141968 |   GLADYS  | 2460.34  |
| AL151968 |  UNNAMED  |  549.36  |
| AL011969 |  UNNAMED  |  632.61  |
| AL021969 |  UNNAMED  |  401.76  |
| AL031969 |  UNNAMED  |  515.32  |
| AL041969 |  UNNAMED  |  225.38  |
| AL051969 |  UNNAMED  |  571.88  |
| AL061969 |    ANNA   | 5421.03  |
| AL071969 |  BLANCHE  | 1906.73  |
| AL081969 |   DEBBIE  | 4333.55  |
| AL091969 |  CAMILLE  | 3102.91  |
| AL101969 |  UNNAMED  | 1207.36  |
| AL111969 |  UNNAMED  |  355.03  |
| AL121969 |    EVE    |  612.56  |
| AL131969 | FRANCELIA | 1671.64  |
| AL141969 |  UNNAMED  |  429.6   |
| AL151969 |  UNNAMED  | 1637.05  |
| AL161969 |   GERDA   | 2039.47  |
| AL171969 |   HOLLY   | 1231.63  |
| AL181969 |  UNNAMED  |  559.6   |
| AL191969 |  UNNAMED  |  271.04  |
| AL201969 |    INGA   | 3644.76  |
| AL211969 |  UNNAMED  |  966.71  |
| AL221969 |  UNNAMED  | 1131.09  |
| AL231969 |  UNNAMED  |  461.51  |
| AL241969 |   JENNY   |  1291.5  |
| AL251969 |    KARA   | 4082.07  |
| AL261969 |   LAURIE  | 1590.41  |
| AL271969 |  UNNAMED  |  992.51  |
| AL281969 |  UNNAMED  | 2467.36  |
| AL291969 |   MARTHA  |  147.57  |
| AL011970 |    ALMA   | 2053.32  |
| AL021970 |   BECKY   | 1226.44  |
| AL031970 |  UNNAMED  | 1526.74  |
| AL041970 |   CELIA   | 1606.75  |
| AL051970 |  UNNAMED  |  1528.2  |
| AL061970 |  UNNAMED  |  318.66  |
| AL071970 |  UNNAMED  | 2492.33  |
| AL081970 |  UNNAMED  | 1671.91  |
| AL091970 |  DOROTHY  | 1982.37  |
| AL101970 |  UNNAMED  |  870.02  |
| AL111970 |  UNNAMED  |  656.18  |
| AL121970 |    ELLA   |  1175.6  |
| AL131970 |   FELICE  | 1312.44  |
| AL141970 |  UNNAMED  |  794.72  |
| AL151970 |  UNNAMED  | 4572.18  |
| AL161970 |   GRETA   | 1471.99  |
| AL171970 |  UNNAMED  | 1045.37  |
| AL181970 |  UNNAMED  | 1927.47  |
| AL191970 |  UNNAMED  | 1583.49  |
| AL011971 |   ARLENE  | 1458.77  |
| AL021971 |  UNNAMED  |  227.5   |
| AL031971 |  UNNAMED  |  107.2   |
| AL041971 |  UNNAMED  | 2000.31  |
| AL051971 |  UNNAMED  |  442.6   |
| AL061971 |    BETH   | 1769.11  |
| AL071971 |  UNNAMED  |  398.51  |
| AL081971 |   CHLOE   |  2155.2  |
| AL091971 |   DORIA   | 3361.65  |
| AL101971 |  UNNAMED  | 1073.54  |
| AL111971 |    FERN   | 1035.89  |
| AL121971 |  UNNAMED  | 1495.61  |
| AL131971 |   EDITH   | 3448.65  |
| AL141971 |   GINGER  |  4019.2  |
| AL151971 |  UNNAMED  |  598.46  |
| AL161971 |  UNNAMED  | 1571.18  |
| AL171971 |   HEIDI   | 1205.99  |
| AL181971 |   IRENE   | 2357.58  |
| AL191971 |   JANICE  | 1355.88  |
| AL201971 |  UNNAMED  | 1184.11  |
| AL211971 |   KRISTY  | 1895.23  |
| AL221971 |   LAURA   | 1298.69  |
| AL011972 |   ALPHA   | 1134.48  |
| AL021972 |   AGNES   | 1819.54  |
| AL031972 |  UNNAMED  |  302.0   |
| AL041972 |  UNNAMED  |  475.25  |
| AL051972 |  UNNAMED  |  705.48  |
| AL061972 |  UNNAMED  |  765.7   |
| AL071972 |  UNNAMED  | 1169.04  |
| AL081972 |  UNNAMED  |  214.88  |
| AL091972 |  UNNAMED  |  616.23  |
| AL101972 |   BETTY   | 2156.05  |
| AL111972 |   CARRIE  | 1524.35  |
| AL121972 |  UNNAMED  |  480.87  |
| AL131972 |    DAWN   | 2154.28  |
| AL141972 |  CHARLIE  | 1588.85  |
| AL151972 |  UNNAMED  |  859.63  |
| AL161972 |  UNNAMED  |  633.24  |
| AL171972 |  UNNAMED  | 3009.83  |
| AL181972 |  UNNAMED  |  692.92  |
| AL191972 |   DELTA   |  887.62  |
| AL011973 |  UNNAMED  |  648.35  |
| AL021973 |  UNNAMED  |  892.75  |
| AL031973 |  UNNAMED  |  208.48  |
| AL041973 |   ALICE   | 1668.83  |
| AL051973 |  UNNAMED  |  680.17  |
| AL061973 |    ALFA   |  747.78  |
| AL071973 |  UNNAMED  | 1126.96  |
| AL081973 |   BRENDA  |  664.99  |
| AL091973 | CHRISTINE | 3174.89  |
| AL101973 |   DELIA   | 1302.11  |
| AL111973 |  UNNAMED  | 1097.42  |
| AL121973 |   ELLEN   | 4198.64  |
| AL131973 |  UNNAMED  |  342.11  |
| AL141973 |    FRAN   | 3035.73  |
| AL151973 |  UNNAMED  | 1009.71  |
| AL161973 |   GILDA   | 3476.51  |
| AL171973 |  UNNAMED  |  266.53  |
| AL011974 |  UNNAMED  |  520.7   |
| AL021974 |  UNNAMED  |  870.65  |
| AL031974 |  UNNAMED  |  857.76  |
| AL041974 |  UNNAMED  |  643.53  |
| AL051974 |  UNNAMED  | 1878.23  |
| AL061974 |  UNNAMED  |  872.4   |
| AL071974 |    ALMA   | 1598.47  |
| AL081974 |  UNNAMED  |  641.17  |
| AL091974 |   BECKY   | 2062.65  |
| AL101974 |   CARMEN  | 2942.09  |
| AL111974 |  UNNAMED  | 3224.15  |
| AL121974 |   DOLLY   | 1378.37  |
| AL131974 |   ELAINE  | 3056.21  |
| AL141974 |    FIFI   | 2290.21  |
| AL151974 |  UNNAMED  |  495.53  |
| AL161974 |  UNNAMED  |  945.73  |
| AL171974 |  GERTRUDE | 1364.47  |
| AL181974 |  UNNAMED  |  1561.4  |
| AL191974 |  UNNAMED  |  916.86  |
| AL201974 |  UNNAMED  |  189.53  |
| AL011975 |  UNNAMED  |  940.85  |
| AL021975 |    AMY    | 2108.28  |
| AL031975 |  UNNAMED  |  353.8   |
| AL041975 |  BLANCHE  | 1678.01  |
| AL051975 |  UNNAMED  |  344.54  |
| AL061975 |  UNNAMED  |  298.37  |
| AL071975 |  CAROLINE | 1715.72  |
| AL081975 |   DORIS   | 1035.67  |
| AL091975 |  UNNAMED  | 2000.34  |
| AL101975 |  UNNAMED  |  623.05  |
| AL111975 |  UNNAMED  |  170.7   |
| AL121975 |  UNNAMED  |  919.76  |
| AL131975 |   ELOISE  | 3080.48  |
| AL141975 |    FAYE   | 3972.19  |
| AL151975 |   GLADYS  | 4682.28  |
| AL161975 |  UNNAMED  |  271.48  |
| AL171975 |  UNNAMED  |  502.8   |
| AL181975 |  UNNAMED  |  643.79  |
| AL191975 |   HALLIE  |  733.29  |
| AL201975 |  UNNAMED  |  514.2   |
| AL211975 |  UNNAMED  |  872.86  |
